key,price,remaining
127897|||Genel Giriş - Çift Kişilik Bilet,800.0,248
140175|||Genel Giriş Bileti,600.0,196
140175|||Genel Giriş - Çift Kişilik Bilet,999.0,164
141869|||Genel Giriş Bileti,600.0,200
141869|||Genel Giriş - Çift Kişilik Bilet,999.0,100
141870|||Genel Giriş Bileti,600.0,200
141870|||Genel Giriş - Çift Kişilik Bilet ,999.0,100
134794|||Genel Giriş Bileti,900.0,53
134794|||Balkon Bileti ,1700.0,30
134794|||Sahne Önü  ,1600.0,41
127046|||Genel Giriş ,650.0,376
137787|||Genel Giriş Bileti,349.0,196
138975|||Genel Giriş Bileti,349.0,18
138975|||Genel Giriş - Öğrenci Bileti ,249.0,38
138975|||Oturmalı Düzen,699.0,14
141023|||Genel Giriş Bileti,99.0,72
138854|||Tek Kişilik Bilet,350.0,300
138854|||Çift Kişilik Bilet,600.0,92
138552|||1.Avantajlı Dönem - Genel Giriş Bileti,575.0,0
138552|||2.Avantajlı Dönem - Genel Giriş Bileti,675.0,294
127552|||2. Avantajlı Dönem - Genel Giriş Ayakta,600.0,94
127552|||2. Avantajlı Dönem - Sahne Önü Ayakta,850.0,99
127552|||2. Avantajlı Dönem -Genel Giriş Ayakta-Bir Alana Bir Bedava Bilet,600.0,114
127552|||2. Avantajlı Dönem -Sahne Önü Ayakta-Bir Alana Bir Bedava Bilet,850.0,60
112997|||Genel Giriş Bileti,750.0,656
111387|||Genel Giriş Bileti,700.0,496
111387|||Genel Giriş - Çift Kişilik Bilet,1100.0,38
126618|||Genel Giriş Bileti,1250.0,99
126618|||Genel Giriş - Çift Kişilik Bilet,2250.0,94
138021|||1.Dönem-Genel Giriş  ,950.0,902
138021|||VIP Teras  ,1650.0,96
133844|||C Blok Orta,5000.0,53
133844|||B Blok-1. Kategori,3500.0,231
133844|||C Blok Sağ-1. Kategori,3500.0,39
133844|||A Blok-2. Kategori,3000.0,147
133844|||H Blok-3. Kategori,2650.0,110
133844|||K Blok-3. Kategori,2650.0,111
133844|||A Blok-3. Kategori,2650.0,80
133844|||G Blok-4. Kategori,2250.0,116
133844|||H Blok-4. Kategori,2250.0,199
133844|||K Blok-4. Kategori,2250.0,188
133844|||F Blok-5. Kategori,1800.0,120
133844|||G Blok-5. Kategori,1800.0,195
133844|||F Blok-6. Kategori,1600.0,147
133844|||F Blok-7. Kategori,1400.0,64
133844|||F Blok-8. Kategori,950.0,2
127749|||Ayakta - Bir Alana Bir Bedava,5016.0,194
127749|||Balkon (VIP) - İkramlı - 3 Kişilik,21000.0,3
127749|||Balkon (VIP) - İkramlı - 4 Kişilik,22500.0,3
127749|||Sahne Önü (VIP) - İkramlı - 3 Kişilik,21000.0,3
127749|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,22500.0,3
127749|||Balkon Bistro - Bir Alana Bir Bedava,7410.0,40
127749|||Sahne Önü - Bir Alana Bir Bedava,9120.0,96
132070|||Ayakta - Bir Alana Bir Bedava,4560.0,182
132070|||Sahne Önü  ,2280.0,93
132070|||Sahne Önü (VIP) - İkramlı - 3 Kişilik,19500.0,3
132070|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,21000.0,3
132070|||Loca - İkramlı - 3 Kişilik,15000.0,3
132070|||Loca - İkramlı - 4 Kişilik,16500.0,3
132070|||Bistro A - Bir Alana Bir Bedava,6840.0,196
130793|||1. Avantajlı Dönem - Genel Giriş Bileti,850.0,903
130793|||1. Avantajlı Dönem - Sahne Önü Ayakta,1000.0,0
138211|||Genel İzleyici,500.0,9596
138211|||Sahne Önü B,750.0,2769
138211|||Sahne Önü A,1000.0,877
138211|||VIP,1550.0,126
140473|||Genel Giriş Bileti,400.0,259
141511|||B Blok-1.Kategori,1265.0,288
141511|||A Blok-2.Kategori,990.0,90
141511|||C Blok-2.Kategori,990.0,90
141511|||E Blok-3.Kategori,825.0,123
141511|||E Blok-4.Kategori,715.0,310
141511|||D Blok-5.Kategori,605.0,265
141511|||F Blok-5.Kategori,605.0,265
105115|||4.Kategori-K Blok,1500.0,0
105115|||5.Kategori-H Blok,1250.0,0
105115|||5.Kategori-M Blok,1250.0,0
105115|||6.Kategori-P Blok,900.0,0
105115|||6.Kategori-F Blok,900.0,0
113338|||3.Kategori-A Blok,2200.0,18
113338|||2.Kategori-B Blok,3200.0,12
113338|||1.Kategori-C Blok Sağ,3500.0,0
113338|||1.Kategori-C Blok Sol,3500.0,0
113338|||2.Kategori-D Blok,3200.0,12
113338|||3.Kategori-E Blok,2200.0,13
113338|||6.Kategori-F Blok,1200.0,10
113338|||5.Kategori-G Blok,1600.0,29
113338|||4.Kategori-H Blok,1850.0,4
113338|||3.Kategori-K Blok,2200.0,27
113338|||3.Kategori-L Blok,2200.0,24
113338|||5.Kategori-M Blok,1600.0,1
113338|||5.Kategori-N Blok,1600.0,29
113338|||6.Kategori-P Blok,1200.0,22
113338|||1.Kategori-D Blok,3500.0,0
113338|||5.Kategori-H Blok,1600.0,30
113338|||4.Kategori-M Blok,1850.0,35
134592|||Genel Giriş - Tam Bilet,250.0,194
134592|||Genel Giriş - Öğrenci Bileti,150.0,189
138858|||Genel Giriş Bileti,1000.0,30
138858|||VIP Bilet,1500.0,0
126904|||Genel Giriş Bileti,850.0,49
126904|||Genel Giriş - Çift Kişilik Bilet,1200.0,10
123035|||VIP - 2 Kişilik Bistro - İkramlı,4500.0,6
123035|||VIP - 3 Kişilik Bistro - İkramlı,7500.0,15
123035|||VIP - 4 Kişilik Bistro - İkramlı,9000.0,16
123035|||Genel Giriş Bileti,499.0,187
140656|||1. Avantajlı Dönem-Protokol,3595.0,14
140656|||1. Avantajlı Dönem-C Blok Orta-1. Kategori,2495.0,4
140656|||1. Avantajlı Dönem-C Blok Sağ-1. Kategori,2495.0,19
140656|||1. Avantajlı Dönem-B Blok-1. Kategori,2495.0,74
140656|||1. Avantajlı Dönem-A Blok-2. Kategori,1995.0,68
140656|||1. Avantajlı Dönem-K Blok-2. Kategori,1995.0,44
140656|||1. Avantajlı Dönem-K Blok-3. Kategori,1695.0,61
140656|||1. Avantajlı Dönem-H Blok-3. Kategori,1695.0,45
140656|||1. Avantajlı Dönem-H Blok-4. Kategori,1395.0,61
140656|||1. Avantajlı Dönem-G Blok-4. Kategori,1395.0,104
140656|||1. Avantajlı Dönem-F Blok-5. Kategori,1095.0,41
140656|||1. Avantajlı Dönem-F Blok-6. Kategori,895.0,51
140657|||1. Avantajlı Dönem-A4 Blok-VIP,3495.0,8
140657|||1. Avantajlı Dönem-A3 Blok-1. Kategori,2395.0,30
140657|||1. Avantajlı Dönem-A2 Blok-1. Kategori,2395.0,56
140657|||1. Avantajlı Dönem-A1 Blok-2. Kategori,1895.0,49
140657|||1. Avantajlı Dönem-B4 Blok-1. Kategori,2395.0,52
140657|||1. Avantajlı Dönem-B3 Blok-1. Kategori,2395.0,20
140657|||1. Avantajlı Dönem-B3 Blok-2. Kategori,1895.0,40
140657|||1. Avantajlı Dönem-B2 Blok-2. Kategori,1895.0,39
140657|||1. Avantajlı Dönem-B1 Ek-3. Kategori,1595.0,22
140657|||1. Avantajlı Dönem-B1 Blok-3. Kategori,1595.0,40
140657|||1. Avantajlı Dönem-C4 Blok-2. Kategori,1895.0,54
140657|||1. Avantajlı Dönem-C4 Blok-3. Kategori,1595.0,81
140657|||1. Avantajlı Dönem-C3 Blok-3. Kategori,1595.0,61
140657|||1. Avantajlı Dönem-C3 Blok-4. Kategori,1295.0,65
140657|||1. Avantajlı Dönem-C2 Blok-4. Kategori,1295.0,63
140657|||1. Avantajlı Dönem-C2 Blok-5. Kategori,995.0,66
140657|||1. Avantajlı Dönem-C1 Blok-5. Kategori,995.0,48
140657|||1. Avantajlı Dönem-C1 Blok-6. Kategori,795.0,53
140657|||1. Avantajlı Dönem-C1 Ek-5. Kategori,995.0,10
137530|||Orkestra Orta-VIP,2420.0,17
137530|||Orkestra Çift-1.Kategori,2090.0,26
137530|||Orkestra Çift-2.Kategori,1760.0,30
137530|||2.Balkon Çift-3.Kategori,1430.0,33
137530|||2.Balkon Çift-4.Kategori,1100.0,34
141169|||Protokol,2000.0,43
141169|||C Blok Orta - 1.Kategori,1750.0,73
141169|||C Blok Sağ - 1.Kategori,1750.0,51
141169|||B Blok - 2.Kategori,1500.0,262
141169|||A Blok - 2.Kategori,1500.0,262
141169|||K Blok - 3.Kategori,1250.0,347
141169|||H Blok - 4.Kategori,1000.0,349
141169|||G Blok - 5.Kategori,800.0,341
141169|||F Blok - 6.Kategori,400.0,324
132643|||A3 Blok-VIP,2750.0,9
132643|||A2 Blok-1.Kategori,1870.0,16
132643|||B3 Blok-1.Kategori,1870.0,58
132643|||A1 Blok-2.Kategori,1540.0,48
132643|||B2 Blok-2.Kategori,1540.0,37
132643|||C4 Blok-2.Kategori,1540.0,53
132643|||B1 Blok-3.Kategori,1210.0,37
132643|||C3 Blok-3.Kategori,1210.0,41
132643|||C2 Blok-4.Kategori,990.0,39
132643|||C1 Blok-5.Kategori,770.0,29
132643|||C1 Blok-5.Kategori-Bir Alana Bir Bedava Bilet,770.0,6
132643|||C2 Blok-4.Kategori-Bir Alana Bir Bedava Bilet,990.0,96
132643|||C3 Blok-3.Kategori-Bir Alana Bir Bedava Bilet,1210.0,99
132643|||C4 Blok-2.Kategori-Bir Alana Bir Bedava Bilet,1540.0,136
132643|||A2 Blok-1.Kategori-Bir Alana Bir Bedava Bilet,1870.0,3
132643|||B4 Blok-1.Kategori,1870.0,45
140570|||Meet & Greet,8800.0,50
132636|||A Blok-VIP,2750.0,100
132636|||B Blok-1.Kategori,2090.0,85
132636|||C Blok-1.Kategori,2090.0,34
132636|||C Blok-2.Kategori,1650.0,24
132636|||D Blok-4.Kategori,1100.0,47
132636|||D Blok-5.Kategori,880.0,16
132636|||K Blok-3.Kategori,1320.0,57
132636|||H Blok-3.Kategori,1320.0,38
132636|||F Blok-2.Kategori,1650.0,187
140571|||Meet & Greet,8800.0,50
137611|||Genel Giriş Bileti,250.0,68
141631|||Genel Giriş Bileti,700.0,60
138075|||Ayakta - Bir Alana Bir Bedava,1938.0,200
138075|||Bistro A - Bir Alana Bir Bedava,3420.0,98
138075|||Sahne Önü,1140.0,97
138075|||Sahne Önü (VIP) -İkramlı- 3 Kişilik,13500.0,3
138075|||Sahne Önü (VIP) -İkramlı- 4 Kişilik,15000.0,3
138075|||Loca - İkramlı - 3 Kişilik,13500.0,3
138075|||Loca - İkramlı - 4 Kişilik,15000.0,3
138105|||Ayakta - Bir Alana Bir Bedava,2052.0,192
138105|||Bistro A - Bir Alana Bir Bedava,3420.0,84
138105|||Sahne Önü  ,1140.0,94
138105|||Sahne Önü (VIP) - İkramlı - 3 Kişilik,14000.0,3
138105|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,15500.0,3
138105|||Loca - İkramlı - 3 Kişilik,12500.0,3
138105|||Loca - İkramlı - 4 Kişilik,14000.0,3
138113|||Ayakta - Bir Alana Bir Bedava,2052.0,196
138113|||Bistro A - Bir Alana Bir Bedava,3420.0,96
138113|||Sahne Önü,1140.0,92
138113|||Sahne Önü (VIP) - İkramlı - 3 Kişilik,14000.0,3
138113|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,15500.0,3
138113|||Loca - İkramlı - 4 Kişilik,25500.0,1
138113|||Loca - İkramlı - 6 Kişilik,35500.0,1
140857|||Avantajlı Erken Dönem - Genel Giriş Bileti,399.0,126
140857|||VIP - 2 Kişilik Bistro - İkramlı,4500.0,8
140857|||VIP - 3 Kişilik Bistro - İkramlı,7500.0,15
140857|||VIP - 4 Kişilik Bistro - İkramlı,9000.0,16
136769|||Genel Giriş - Ön Kısım Bileti,1000.0,131
136769|||Genel Giriş - Arka Kısım Bileti,750.0,285
138721|||Early Bird,1000.0,144
138721|||Backstage  ,7500.0,20
125885|||Genel Giriş - 1. Avantajlı Dönem,500.0,47
139818|||Genel Giriş Bileti,999.0,3
124865|||A3 Blok-1.Kategori,1008.0,51
124865|||E Blok-1.Kategori,1008.0,56
124865|||F Blok-2.Kategori,896.0,23
124865|||F Blok-3.Kategori,784.0,16
139153|||1.Avantajlı Dönem - Genel Giriş Bileti,575.0,0
139153|||2. Avantajlı Dönem - Genel Giriş Bileti,675.0,35
140854|||Avantajlı Erken Dönem - Genel Giriş Bileti,899.0,79
140854|||VIP - 2 Kişilik Bistro - İkramlı,4500.0,8
140854|||VIP - 3 Kişilik Bistro - İkramlı,7500.0,15
140854|||VIP - 4 Kişilik Bistro - İkramlı,9000.0,16
140083|||Genel Satış - Bir Alana Bir Bedava Bilet,350.0,148
140084|||Genel Satış - Bir Alana Bir Bedava Bilet,350.0,78
140085|||Genel Satış - Bir Alana Bir Bedava Bilet,350.0,156
140086|||Genel Satış - Bir Alana Bir Bedava Bilet,350.0,134
137590|||Sahne Önü Ayakta,1000.0,168
137590|||Genel Giriş Ayakta,500.0,33
137590|||VIP Bistro Sahne Önü - 4 Kişilik,8000.0,16
141145|||1. Avantajlı Dönem-C Blok Orta-1. Kategori,2795.0,6
141145|||1. Avantajlı Dönem-C Blok Sağ-1. Kategori,2795.0,21
141145|||1. Avantajlı Dönem-B Blok-1. Kategori,2795.0,72
141145|||1. Avantajlı Dönem-A Blok-2. Kategori,1995.0,70
141145|||1. Avantajlı Dönem-K Blok-2. Kategori,1995.0,40
141145|||1. Avantajlı Dönem-K Blok-3. Kategori,1795.0,61
141145|||1. Avantajlı Dönem-H Blok-3. Kategori,1795.0,38
141145|||1. Avantajlı Dönem-H Blok-4. Kategori,1595.0,59
141145|||1. Avantajlı Dönem-G Blok-4. Kategori,1595.0,104
141145|||1. Avantajlı Dönem-F Blok-5. Kategori,1395.0,43
141145|||1. Avantajlı Dönem-F Blok-6. Kategori,995.0,50
141145|||1. Avantajlı Dönem-Protokol,3995.0,0
139059|||B Blok-1.Kategori,4400.0,5
139059|||K Blok-2.Kategori,3850.0,30
139059|||H Blok-3.Kategori,3300.0,17
139059|||G Blok-4.Kategori,2750.0,4
139059|||G Blok-5.Kategori,2200.0,0
139059|||F Blok-6.Kategori,1650.0,0
139059|||F Blok-7.Kategori,1100.0,0
139059|||F Blok-8.Kategori,990.0,0
139059|||F Blok-9.Kategori,880.0,0
139059|||P Blok-8.Kategori,990.0,0
139059|||P Blok-7.Kategori,1100.0,0
139059|||F Blok-5.Kategori,2200.0,0
139059|||A Blok-1.Kategori,4400.0,23
139060|||B Blok-1.Kategori,4400.0,58
139060|||K Blok-2.Kategori,3850.0,57
139060|||H Blok-3.Kategori,3300.0,58
139060|||G Blok-4.Kategori,2750.0,26
139060|||G Blok-5.Kategori,2200.0,2
139060|||F Blok-6.Kategori,1650.0,0
139060|||F Blok-7.Kategori,1100.0,0
139060|||F Blok-8.Kategori,990.0,0
139060|||F Blok-9.Kategori,880.0,0
139060|||F Blok-5.Kategori,2200.0,3
136277|||1.Avantajlı Dönem-1.Kategori-C Blok Sol,2350.0,38
136277|||1.Avantajlı Dönem-2.Kategori-E Blok,1700.0,70
136277|||1.Avantajlı Dönem-3.Kategori-E Blok,1360.0,175
136277|||1.Avantajlı Dönem-4.Kategori-M Blok,1200.0,207
136277|||1.Avantajlı Dönem-5.Kategori-N Blok,1020.0,210
136277|||1.Avantajlı Dönem-6.Kategori-P Blok,850.0,215
136277|||1.Avantajlı Dönem-7.Kategori-P Blok,700.0,93
136277|||Protokol,4000.0,31
136277|||1.Avantajlı Dönem-1.Kategori-D Blok,2350.0,57
136277|||1.Avantajlı Dönem-2.Kategori-D Blok,1700.0,123
136277|||1.Avantajlı Dönem-3.Kategori-M Blok,1360.0,134
136277|||1.Avantajlı Dönem-4.Kategori-N Blok,1200.0,134
138825|||1. Dönem - Genel Giriş,750.0,25
138825|||Genel Giriş - Çift Kişilik Bilet,1300.0,24
139154|||1. Dönem - Genel Giriş,750.0,25
139154|||1. Dönem - Genel Giriş - Çift Kişilik Bilet,1300.0,24
125703|||2.Kategori-D Blok,3420.0,160
125703|||1.Kategori-C Blok Orta,4250.0,19
125703|||1.Kategori-C Blok Sağ,4250.0,49
125703|||3.Kategori-A Blok,2565.0,51
125703|||4.Kategori-A Blok,2280.0,41
125703|||6.Kategori-N Blok,1596.0,130
125703|||5.Kategori-N Blok,1824.0,21
125703|||4.Kategori-N Blok,2280.0,55
125703|||2.Kategori-L Blok,3420.0,30
125703|||3.Kategori-L Blok,2565.0,107
125703|||4.Kategori-L Blok,2280.0,100
125703|||3.Kategori-H Blok,2565.0,57
125703|||4.Kategori-H Blok,2280.0,38
125703|||5.Kategori-H Blok,1824.0,161
125703|||5.Kategori-F Blok,1824.0,88
125703|||6.Kategori-F Blok,1596.0,103
125703|||7.Kategori-F Blok,1368.0,25
125703|||8.Kategori-F Blok,1140.0,18
125703|||Protokol VIP,8000.0,0
125703|||Protokol,6000.0,25
128115|||1.Kategori-C Blok Orta,3990.0,38
128115|||1.Kategori-C Blok Sağ,3990.0,51
128115|||2.Kategori-D Blok,3135.0,173
128115|||2.Kategori-L Blok,3135.0,30
128115|||3.Kategori-A Blok,2280.0,59
128115|||3.Kategori-L Blok,2280.0,116
128115|||3.Kategori-H Blok,2280.0,57
128115|||4.Kategori-A Blok,2052.0,51
128115|||4.Kategori-N Blok,2052.0,57
128115|||4.Kategori-L Blok,2052.0,102
128115|||4.Kategori-H Blok,2052.0,47
128115|||5.Kategori-N Blok,1824.0,28
128115|||5.Kategori-H Blok,1824.0,164
128115|||5.Kategori-F Blok,1824.0,88
128115|||6.Kategori-N Blok,1596.0,138
128115|||6.Kategori-F Blok,1596.0,105
128115|||7.Kategori-F Blok,1368.0,35
128115|||8.Kategori-F Blok,1140.0,44
128115|||Protokol,5500.0,23
128115|||Protokol VIP,7500.0,10
125461|||1.Kategori-C Blok Orta,3990.0,10
125461|||1.Kategori-C Blok Sağ,3990.0,48
125461|||2.Kategori-D Blok,3135.0,165
125461|||2.Kategori-L Blok,3135.0,28
125461|||3.Kategori-A Blok,2565.0,56
125461|||3.Kategori-L Blok,2565.0,113
125461|||3.Kategori-H Blok,2565.0,57
125461|||4.Kategori-A Blok,1995.0,33
125461|||4.Kategori-N Blok,1995.0,53
125461|||4.Kategori-L Blok,1995.0,100
125461|||4.Kategori-H Blok,1995.0,43
125461|||5.Kategori-N Blok,1596.0,20
125461|||5.Kategori-H Blok,1596.0,136
125461|||5.Kategori-F Blok,1596.0,82
125461|||6.Kategori-N Blok,1368.0,113
125461|||6.Kategori-F Blok,1368.0,105
125461|||7.Kategori-F Blok,1140.0,22
125461|||8.Kategori-F Blok,855.0,0
125461|||Protokol,6000.0,13
125461|||Protokol VIP,8000.0,4
138901|||Beyaz Masalar,4000.0,58
138901|||Mavi Masalar,5000.0,60
138901|||Sarı Masalar,7000.0,64
138901|||Kırmızı Masalar,9000.0,64
138901|||Yeşil Masalar ,11000.0,62
138901|||Siyah Masalar ,15000.0,62
138901|||En Ön VIP Masalar,20000.0,64
132514|||1.Avantajlı Dönem - Genel Giriş Bileti,875.0,0
132514|||2.Avantajlı Dönem - Genel Giriş Bileti,975.0,68
133219|||1. Avantajlı Dönem-Protokol,4495.0,12
133219|||1. Avantajlı Dönem-C Blok Orta-Protokol,4495.0,1
133219|||1. Avantajlı Dönem-C Blok Sağ-1. Kategori,3695.0,1
133219|||1. Avantajlı Dönem-A Blok-2. Kategori,2995.0,34
133219|||1. Avantajlı Dönem-A Blok-4. Kategori,1995.0,6
133219|||1. Avantajlı Dönem-K Blok-1. Kategori,3695.0,58
133219|||1. Avantajlı Dönem-K Blok-2. Kategori,2995.0,40
133219|||1. Avantajlı Dönem-K Blok-3. Kategori,2395.0,3
133219|||1. Avantajlı Dönem-H Blok-1. Kategori,3695.0,43
133219|||1. Avantajlı Dönem-H Blok-3. Kategori,2395.0,36
133219|||1. Avantajlı Dönem-G Blok-4. Kategori,1995.0,26
133219|||1. Avantajlı Dönem-F Blok-5. Kategori,1695.0,31
133219|||B Blok-1. Kategori-İndirimli Tek Kişilik Bilet,2771.25,76
133219|||H Blok-2. Kategori-İndirimli Tek Kişilik Bilet,2246.25,33
133219|||A Blok-3. Kategori-İndirimli Tek Kişilik Bilet,1796.25,15
133219|||G Blok-4. Kategori-İndirimli Tek Kişilik Bilet,1496.25,93
133219|||F Blok-5. Kategori-İndirimli Tek Kişilik Bilet,1271.25,22
125455|||2.Kategori-D Blok,2565.0,169
125455|||1.Kategori-C Blok Orta,3420.0,26
125455|||1.Kategori-C Blok Sağ,3420.0,51
125455|||3.Kategori-A Blok,1995.0,47
125455|||4.Kategori-A Blok,1710.0,45
125455|||6.Kategori-N Blok,1140.0,128
125455|||5.Kategori-N Blok,1368.0,25
125455|||4.Kategori-N Blok,1710.0,57
125455|||2.Kategori-L Blok,2565.0,30
125455|||3.Kategori-L Blok,1995.0,114
125455|||4.Kategori-L Blok,1710.0,100
125455|||3.Kategori-H Blok,1995.0,57
125455|||4.Kategori-H Blok,1710.0,47
125455|||5.Kategori-H Blok,1368.0,152
125455|||5.Kategori-F Blok,1368.0,88
125455|||6.Kategori-F Blok,1140.0,105
125455|||7.Kategori-F Blok,1026.0,22
125455|||8.Kategori-F Blok,855.0,1
125455|||Protokol VIP,6500.0,10
125455|||Protokol,4500.0,25
129819|||B Blok-5. Kategori,2000.0,87
129819|||C Blok-5. Kategori,2000.0,116
129819|||C Blok-6. Kategori,1750.0,24
129819|||E Blok-6. Kategori,1750.0,100
129819|||F Blok-7. Kategori,1550.0,115
129819|||F Blok-8. Kategori,1350.0,14
129819|||H Blok-8. Kategori,1350.0,100
129819|||J Blok-9. Kategori,1150.0,142
129819|||J Blok-10. Kategori,950.0,70
129819|||Sahne Önü B Blok-1. Kategori,3000.0,60
129819|||Sahne Önü B Blok-2. Kategori,2750.0,60
129819|||Sahne Önü C Blok-3. Kategori,2500.0,59
129819|||Sahne Önü C Blok-4. Kategori,2250.0,100
129819|||Sahne Önü B Blok-1. Kategori-Bir Alana Bir Bedava Bilet,3000.0,6
129819|||Sahne Önü B Blok-2. Kategori-Bir Alana Bir Bedava Bilet,2750.0,20
129819|||Sahne Önü C Blok-3. Kategori-Bir Alana Bir Bedava Bilet,2500.0,22
129819|||Sahne Önü C Blok-4. Kategori-Bir Alana Bir Bedava Bilet,2250.0,20
129819|||C Blok-5. Kategori-Bir Alana Bir Bedava Bilet,2000.0,42
129819|||C Blok-6. Kategori-Bir Alana Bir Bedava Bilet,1750.0,32
129819|||F Blok-7. Kategori-Bir Alana Bir Bedava Bilet,1550.0,48
129819|||F Blok-8. Kategori-Bir Alana Bir Bedava Bilet,1350.0,24
139219|||Beach + Konser (10.00'dan itibaren giriş yapılabilir.),3250.0,28
139219|||Konser Bileti (16.30'dan itibaren giriş yapılabilir.),1650.0,141
137593|||Ayakta - Bir Alana Bir Bedava,4560.0,40
137593|||Bistro B - Bir Alana Bir Bedava,5700.0,74
137593|||Bistro A - Bir Alana Bir Bedava,6840.0,80
137593|||Sahne Önü,1995.0,87
137593|||Sahne Önü (VIP) -İkramlı- 3 Kişilik,19000.0,3
137593|||Sahne Önü (VIP) -İkramlı- 4 Kişilik,20500.0,3
137593|||Loca - İkramlı - 3 Kişilik,19000.0,3
137593|||Loca - İkramlı - 4 Kişilik,20500.0,3
139118|||Genel İzleyici,500.0,9890
139118|||Sahne Önü B,750.0,2897
139118|||Sahne Önü A,1000.0,957
139118|||VIP,1550.0,203
139043|||C Blok Orta-1. Kategori,3300.0,10
139043|||C Blok Sağ-1. Kategori,3300.0,5
139043|||B Blok-2. Kategori,2750.0,20
139043|||A Blok-3. Kategori,2200.0,34
139043|||L Blok-4. Kategori,1650.0,12
139043|||K Blok-4. Kategori,1650.0,12
139043|||L Blok-5. Kategori,1375.0,12
139043|||K Blok-5. Kategori,1375.0,18
139043|||N Blok-6. Kategori,1100.0,33
139043|||F Blok-6. Kategori,1100.0,12
134784|||Sahne Önü B Blok-1. Kategori,3000.0,35
134784|||Sahne Önü B Blok-2. Kategori,2750.0,79
134784|||Sahne Önü C Blok-3. Kategori,2500.0,42
134784|||Sahne Önü C Blok-4. Kategori,2250.0,108
134784|||B Blok-5. Kategori,2000.0,38
134784|||C Blok-5. Kategori,2000.0,155
134784|||C Blok-6. Kategori,1750.0,53
134784|||E Blok-6. Kategori,1750.0,74
134784|||F Blok-7. Kategori,1500.0,130
134784|||F Blok-8. Kategori,1250.0,45
134784|||H Blok-8. Kategori,1250.0,54
134784|||J Blok-9. Kategori,1000.0,96
134784|||J Blok-10. Kategori,950.0,22
125689|||Early Bird Ticket,600.0,0
125689|||1. Dönem - Genel Giriş,750.0,0
125689|||2. Dönem - Genel Giriş,850.0,61
125689|||VIP Tickets,2500.0,50
132993|||Ayakta - Bir Alana Bir Bedava,3420.0,184
132993|||Bistro A - Bir Alana Bir Bedava,6840.0,98
132993|||Sahne Önü,1995.0,95
132993|||Sahne Önü (VIP) - İkramlı - 3 Kişilik,19000.0,3
132993|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,20500.0,3
132993|||Loca - İkramlı - 4 Kişilik,25500.0,0
132993|||Loca - İkramlı - 6 Kişilik,35500.0,1
138283|||Ayakta - Bir Alana Bir Bedava,2052.0,184
138283|||Bistro A - Bir Alana Bir Bedava,5700.0,88
138283|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,15500.0,3
138283|||Sahne Önü - Bir Alana Bir Bedava,6840.0,94
139054|||Ayakta - Bir Alana Bir Bedava,2052.0,186
139054|||Bistro A - Bir Alana Bir Bedava,5700.0,82
139054|||Sahne Önü  ,1710.0,100
139054|||Sahne Önü (VIP) - İkramlı - 3 Kişilik,19000.0,3
139054|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,20500.0,3
139054|||Loca - İkramlı - 3 Kişilik,15000.0,3
139054|||Loca - İkramlı - 4 Kişilik,16500.0,3
140502|||Tribün Koltuk - Bir Alana Bir Bedava,3420.0,200
140502|||Tribün Stand - Bir Alana Bir Bedava,5016.0,198
140502|||Bistro A - Bir Alana Bir Bedava,5016.0,100
140502|||Sahne Önü,1710.0,100
140502|||Sahne Önü (VIP) - İkramlı - 3 Kişilik,19000.0,3
140502|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,20500.0,3
140502|||Loca - İkramlı - 3 Kişilik,19000.0,3
140502|||Loca - İkramlı - 4 Kişilik,20500.0,3
140503|||Ayakta - Bir Alana Bir Bedava,2736.0,198
140503|||Bistro A - Bir Alana Bir Bedava,5016.0,194
140503|||Sahne Önü,1710.0,100
140503|||Sahne Önü (VIP) - İkramlı - 3 Kişilik,19000.0,3
140503|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,20500.0,3
140503|||Loca - İkramlı - 3 Kişilik,19000.0,3
140503|||Loca - İkramlı - 4 Kişilik,20500.0,3
133611|||Genel Giriş-Ayakta,2900.0,100
133611|||Genel Giriş-Çift Kişilik Bilet,3900.0,38
137759|||Super Early Bird,1000.0,0
137759|||Backstage  ,10000.0,13
137759|||Early Bird,1500.0,0
137759|||1st Phase,1750.0,0
137759|||2nd Phase,2000.0,1
137759|||3rd Phase,2500.0,93
139689|||Super Early Bird,1000.0,0
139689|||Backstage  ,10000.0,18
139689|||Early Bird,1500.0,6
139790|||Super Early Bird,1000.0,0
139790|||Backstage  ,10000.0,20
139790|||Early Bird,1500.0,89
139794|||Super Early Bird,1000.0,0
139794|||Backstage  ,10000.0,20
139794|||Early Bird,1500.0,96
139798|||Super Early Bird,1000.0,0
139798|||Backstage  ,10000.0,20
139798|||Early Bird,1500.0,86
139800|||Super Early Bird,1000.0,0
139800|||Backstage  ,10000.0,20
139800|||Early Bird,1500.0,91
139801|||Super Early Bird,1000.0,0
139801|||Backstage  ,10000.0,20
139801|||Early Bird,1500.0,77
138204|||Genel İzleyici,500.0,9827
