key,price,remaining
138699|||Genel Giriş Bileti,554.0,468
141039|||Genel Giriş Bileti,554.0,197
141543|||Genel Giriş Bileti,554.0,97
134905|||Genel Giriş Bileti,400.0,100
132766|||Genel Giriş Bileti,400.0,89
134894|||Genel Giriş Bileti,400.0,100
134895|||Genel Giriş Bileti,400.0,98
134896|||Genel Giriş Bileti,400.0,92
134900|||Genel Giriş Bileti,500.0,100
134900|||Oturmalı Düzen,750.0,30
134900|||Genel Giriş - Çift Kişilik Bilet,800.0,100
134907|||Genel Giriş Bileti,400.0,98
137306|||Early Bird,600.0,0
137306|||Genel Giriş ,700.0,481
137306|||Sahne Önü,1500.0,0
137307|||Early Bird,700.0,181
140852|||Avantajlı Erken Dönem - Genel Giriş Bileti,299.0,66
140904|||1.Avantajlı Dönem-Genel Giriş,400.0,94
140904|||1.Avantajlı Dönem - Çift Kişilik Bilet  ,700.0,76
141556|||Genel Giriş Bileti,499.0,200
141556|||Genel Giriş - Çift Kişilik Bilet,699.0,94
137726|||Genel İzleyici,500.0,9804
137726|||Sahne Önü B,750.0,2798
137726|||Sahne Önü A,1000.0,873
137726|||VIP,1550.0,159
139003|||VIP - F Blok,2750.0,21
139003|||VIP - E Blok,2750.0,13
139003|||VIP - D Blok,2750.0,13
139003|||Protokol - E Blok,1900.0,28
139003|||Protokol - G Blok,1900.0,77
139003|||Protokol - F Blok,1900.0,62
139003|||Protokol - C Blok,1900.0,77
139003|||Protokol - D Blok,1900.0,56
139003|||1. Kategori - G Blok,1350.0,97
139003|||1. Kategori - C Blok,1350.0,85
139003|||1. Kategori - F Blok,1350.0,2
139003|||1. Kategori - T Blok,1350.0,92
139003|||1. Kategori - H Blok,1350.0,177
139003|||1. Kategori - D Blok,1350.0,1
139003|||2. Kategori - I Blok,1100.0,150
139003|||2. Kategori - A Blok,1100.0,143
139003|||2. Kategori - T Blok,1100.0,106
139003|||2. Kategori - S Blok,1100.0,82
139003|||2. Kategori - P Blok,1100.0,142
139003|||3. Kategori - N Blok,900.0,5
139003|||3. Kategori - M Blok,900.0,4
139003|||3. Kategori - K Blok,900.0,199
139003|||3. Kategori - J Blok,900.0,204
139003|||4. Kategori - I Blok Kısıtlı Görüş,750.0,46
139003|||4. Kategori - A Blok Kısıtlı Görüş,750.0,58
139003|||5. Kategori - I Blok Kısıtlı Görüş,650.0,0
139003|||5. Kategori - A Blok Kısıtlı Görüş,650.0,0
139003|||3. Kategori - L Blok,900.0,124
139003|||2. Kategori - R Blok,1100.0,106
139003|||2. Kategori - O Blok,1100.0,49
118872|||VIP  ,2500.0,81
118872|||2. Dönem - Genel Giriş,750.0,1862
118872|||1. Dönem - Genel Giriş,650.0,0
118872|||Genel Giriş - Öğrenci Bileti,400.0,0
127647|||1. Avantajlı Dönem - Genel Giriş Bileti,450.0,487
127647|||1.Avantajlı Dönem-Genel Giriş-Çift Kişilik Bilet,800.0,410
127883|||2.Avantajlı Dönem Genel Giriş,450.0,29
127883|||2.Avantajlı Dönem Genel Giriş - Çift Kişilik Bilet,700.0,0
121670|||Genel Giriş Bileti,399.0,244
138786|||Avantajlı Erken Dönem - Genel Giriş Bileti,199.0,39
137391|||Genel Giriş Bileti,499.0,297
137391|||Genel Giriş - Öğrenci Bileti,399.0,6
138306|||Ayakta - Bir Alana Bir Bedava,2052.0,188
138306|||Sahne Önü Bistro Ayakta,684.0,194
138306|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,15500.0,3
138306|||Loca - İkramlı - 4 Kişilik,15500.0,3
132526|||1.Dönem-Genel Giriş,900.0,332
132526|||1.Dönem-Genel Giriş-Bir Alana Bir Bedava Bilet,900.0,90
138280|||Ayakta - Bir Alana Bir Bedava,2052.0,488
138280|||Sahne Önü Bistro Ayakta - Bir Alana Bir Bedava,2736.0,486
138280|||Loca - İkramlı - 4 Kişilik,15500.0,3
140335|||Ayakta - Bir Alana Bir Bedava,5700.0,62
140335|||Bistro A,3420.0,89
140335|||Sahne Önü,5500.0,94
140335|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,35500.0,3
140335|||Loca - İkramlı - 4 Kişilik,40500.0,3
140330|||Tribün Koltuk - Bir Alana Bir Bedava,7980.0,190
140330|||Tribün Stand,2850.0,100
140330|||Bistro A,3420.0,100
140330|||Sahne Önü,5500.0,100
140330|||Sahne Önü (VIP) - İkramlı - 4 Kişilik,35500.0,3
140330|||Loca - İkramlı - 4 Kişilik,40500.0,3
140376|||B Blok-VIP,1700.0,34
140376|||C Blok-VIP,1700.0,33
140376|||B Blok-1.Kategori,1400.0,75
140376|||C Blok-1.Kategori,1400.0,85
140376|||D Blok-1.Kategori,1400.0,9
140376|||A Blok-2.Kategori,1100.0,37
140376|||B Blok-2.Kategori,1100.0,33
140376|||C Blok-2.Kategori,1100.0,29
140376|||D Blok-2.Kategori,1100.0,31
140376|||G Blok-2.Kategori,1100.0,35
140376|||A Blok-3.Kategori,850.0,48
140376|||D Blok-3.Kategori,850.0,50
140376|||F Blok-3.Kategori,850.0,42
140376|||E Blok-4.Kategori,650.0,41
140376|||H Blok-4.Kategori,650.0,51
141148|||G Blok-1.Kategori,6600.0,63
141148|||F Blok-1.Kategori,6600.0,63
141148|||E Blok-1.Kategori,6600.0,52
141148|||G Blok-2.Kategori,5500.0,66
141148|||F Blok-2.Kategori,5500.0,63
141148|||E Blok-2.Kategori,5500.0,66
141148|||D Blok-2.Kategori,5500.0,79
141148|||H Blok-2.Kategori,5500.0,56
141148|||G Blok-3.Kategori,4400.0,80
141148|||F Blok-3.Kategori,4400.0,69
141148|||E Blok-3.Kategori,4400.0,77
141148|||D Blok-3.Kategori,4400.0,37
141148|||C Blok-3.Kategori,4400.0,83
141148|||H Blok-3.Kategori,4400.0,40
141148|||I Blok-3.Kategori,4400.0,80
141148|||G Blok-4.Kategori,3850.0,93
141148|||F Blok-4.Kategori,3850.0,122
141148|||E Blok-4.Kategori,3850.0,79
141148|||D Blok-4.Kategori,3850.0,57
141148|||C Blok-4.Kategori,3850.0,39
141148|||B Blok-4.Kategori,3850.0,46
141148|||H Blok-4.Kategori,3850.0,60
141148|||I Blok-4.Kategori,3850.0,38
141148|||J Blok-4.Kategori,3850.0,49
141148|||G Blok-5.Kategori,2750.0,72
141148|||E Blok-5.Kategori,2750.0,79
141148|||D Blok-5.Kategori,2750.0,48
141148|||C Blok-5.Kategori,2750.0,44
141148|||B Blok-5.Kategori,2750.0,58
141148|||A Blok-5.Kategori,2750.0,36
141148|||H Blok-5.Kategori,2750.0,50
141148|||I Blok-5.Kategori,2750.0,43
141148|||J Blok-5.Kategori,2750.0,60
141148|||K Blok-5.Kategori,2750.0,36
141148|||D Blok-6.Kategori,1925.0,45
141148|||C Blok-6.Kategori,1925.0,33
141148|||B Blok-6.Kategori,1925.0,32
141148|||A Blok-6.Kategori,1925.0,46
141148|||H Blok-6.Kategori,1925.0,55
141148|||I Blok-6.Kategori,1925.0,31
141148|||J Blok-6.Kategori,1925.0,28
141148|||K Blok-6.Kategori,1925.0,38
141148|||C Blok-7.Kategori,1375.0,40
141148|||B Blok-7.Kategori,1375.0,30
141148|||A Blok-7.Kategori,1375.0,32
141148|||I Blok-7.Kategori,1375.0,68
141148|||J Blok-7.Kategori,1375.0,28
141148|||K Blok-7.Kategori,1375.0,31
141148|||B Blok-8.Kategori,1045.0,16
141148|||A Blok-8.Kategori,1045.0,12
141148|||J Blok-8.Kategori,1045.0,5
141148|||K Blok-8.Kategori,1045.0,10
138871|||F Blok-1.Kategori,5500.0,9
138871|||E Blok-2.Kategori,4400.0,25
138871|||E Blok-3.Kategori,3850.0,54
138871|||C Blok-3.Kategori,3850.0,40
138871|||C Blok-4.Kategori,2750.0,51
138871|||G Blok-5.Kategori,2475.0,116
138871|||M Blok-6.Kategori,2200.0,210
138871|||H Blok-7.Kategori,1100.0,110
138876|||K Blok-Numarasız Oturmalı,1650.0,336
138876|||P Blok-Numarasız Oturmalı,1100.0,390
138876|||I Blok-Numarasız Oturmalı,825.0,98
133365|||VIP,8800.0,78
133365|||Parter 2 - 1.Kategori,4675.0,139
133365|||Parter 1 - 2.Kategori,3850.0,55
133365|||Parter 3 - 2.Kategori,3850.0,157
133365|||Parter 5 - 3.Kategori,3300.0,351
133365|||Parter 6 - 4.Kategori,2750.0,181
133365|||Parter 4 - 5.Kategori,1760.0,15
133365|||Parter 4 - 6.Kategori,1430.0,27
133365|||Parter 6 - 6.Kategori,1430.0,25
133365|||Parter 4 - 7.Kategori,1100.0,1
123500|||D Blok-1.Kategori,2530.0,81
123500|||D Blok-2.Kategori,2090.0,130
123500|||E Blok-1.Kategori,2530.0,61
123500|||E Blok-2.Kategori,2090.0,104
123500|||E Blok-3.Kategori,1650.0,45
123500|||F Blok-3.Kategori,1650.0,72
123500|||F Blok-4.Kategori,1320.0,99
123500|||G Blok-5.Kategori-Kısıtlı Görüş,880.0,140
140537|||Meet & Greet,8800.0,50
124794|||A1 Blok-2.Kategori,2310.0,72
124794|||A2 Blok-1.Kategori,2750.0,77
124794|||A3 Blok-VIP,4400.0,48
124794|||A4 Blok-VIP,4400.0,7
124794|||B1 Blok-3.Kategori,1980.0,63
124794|||B2 Blok-2.Kategori,2310.0,56
124794|||B3 Blok-1.Kategori,2750.0,96
124794|||B4 Blok-1.Kategori,2750.0,45
124794|||C1 Blok-5.Kategori,1210.0,90
124794|||C2 Blok-4.Kategori,1650.0,176
124794|||C3 Blok-3.Kategori,1980.0,210
124794|||C4 Blok-2.Kategori,2310.0,287
140557|||Meet & Greet,8800.0,50
124626|||L Blok-3.Kategori,1870.0,138
124626|||L Blok-4.Kategori,1650.0,60
124626|||N Blok-4.Kategori,1650.0,128
124626|||N Blok-5.Kategori,1320.0,56
124626|||P Blok-5.Kategori,1320.0,114
124626|||P Blok-6.Kategori,880.0,6
124626|||M Blok-3.Kategori,1870.0,152
124626|||M Blok-4.Kategori,1650.0,79
124626|||C Blok Orta-VIP,3300.0,9
124626|||C Blok Sol-1.Kategori,2750.0,10
124626|||D Blok-VIP,3300.0,41
124626|||D Blok-1.Kategori,2750.0,98
124626|||E Blok-2.Kategori,2310.0,95
124626|||E Blok-3.Kategori,1870.0,59
124626|||Protokol,4400.0,11
124626|||F Blok-6.Kategori,880.0,3
140553|||Meet & Greet,8800.0,50
124330|||B Blok-Protokol,2475.0,1
124330|||C Blok-Protokol,2475.0,29
124330|||F Blok-VIP,1980.0,24
124330|||F Blok-1.Kategori,1760.0,18
124330|||G Blok-VIP,1980.0,28
124330|||G Blok-1.Kategori,1760.0,19
124330|||H Blok-2.Kategori,1320.0,78
124330|||H Blok-3.Kategori,1100.0,11
124330|||L Blok-2.Kategori,1320.0,22
124330|||L Blok-3.Kategori,1100.0,6
124330|||L Blok-4.Kategori,880.0,1
124330|||M Blok-2.Kategori,1320.0,55
124330|||M Blok-3.Kategori,1100.0,1
124330|||M Blok-4.Kategori,880.0,4
124330|||N Blok-5.Kategori,770.0,0
124330|||N Blok-6.Kategori,660.0,0
124330|||E Blok-1.Kategori,1760.0,18
124330|||D Blok-2.Kategori,1320.0,13
124330|||K Blok-2.Kategori,1320.0,11
124330|||D Blok-3.Kategori,1100.0,5
124330|||J Blok-3.Kategori,1100.0,12
124330|||K Blok-3.Kategori,1100.0,19
124330|||J Blok-4.Kategori,880.0,0
140603|||Meet & Greet,8800.0,50
124795|||A3 Blok-VIP,3520.0,50
124795|||A4 Blok-VIP,3520.0,19
124795|||A2 Blok-1.Kategori,2420.0,81
124795|||B3 Blok-1.Kategori,2420.0,100
124795|||B4 Blok-1.Kategori,2420.0,84
124795|||A1 Blok-2.Kategori,1980.0,72
124795|||B2 Blok-2.Kategori,1980.0,60
124795|||C4 Blok-2.Kategori,1980.0,287
124795|||B1 Blok-3.Kategori,1650.0,59
124795|||C3 Blok-3.Kategori,1650.0,222
124795|||C2 Blok-4.Kategori,1430.0,228
124795|||C1 Blok-5.Kategori,1100.0,169
140608|||Meet & Greet,8800.0,50
123602|||A Blok-VIP,2970.0,154
123602|||B Blok-1.Kategori,2200.0,130
123602|||C Blok-1.Kategori,2200.0,63
123602|||C Blok-2.Kategori,1760.0,31
123602|||D Blok-4.Kategori,1320.0,78
123602|||D Blok-5.Kategori,990.0,31
123602|||K Blok-3.Kategori,1540.0,73
123602|||H Blok-3.Kategori,1540.0,59
123602|||F Blok-2.Kategori,1760.0,264
124843|||VIP,2750.0,52
124843|||B Blok-1.Kategori,1980.0,191
124843|||B1 Blok-2.Kategori,1760.0,135
124843|||B1 Blok-3.Kategori,1540.0,95
124843|||E Blok-1.Kategori,1980.0,72
124843|||E Blok-2.Kategori,1760.0,237
124843|||E Blok-3.Kategori,1540.0,106
124843|||F Blok-3.Kategori,1540.0,113
124843|||F Blok-4.Kategori,1320.0,231
124843|||F Blok-5.Kategori,990.0,114
140606|||Meet & Greet,8800.0,50
140610|||Meet & Greet,8800.0,50
124670|||L Blok-3.Kategori,1650.0,222
124670|||L Blok-4.Kategori,1430.0,85
124670|||N Blok-4.Kategori,1430.0,200
124670|||N Blok-5.Kategori,1100.0,117
124670|||P Blok-5.Kategori,1100.0,185
124670|||P Blok-6.Kategori,770.0,37
124670|||M Blok-3.Kategori,1650.0,219
124670|||M Blok-4.Kategori,1430.0,102
124670|||C Blok Orta-VIP,2750.0,34
124670|||C Blok Sol-1.Kategori,2200.0,27
124670|||D Blok-VIP,2750.0,64
124670|||D Blok-1.Kategori,2200.0,164
124670|||E Blok-2.Kategori,1870.0,147
124670|||E Blok-3.Kategori,1650.0,94
124670|||Protokol,3300.0,23
140605|||Meet & Greet,8800.0,48
138195|||Genel İzleyici,500.0,9694
138195|||Sahne Önü B,750.0,2756
138195|||Sahne Önü A,1000.0,865
138195|||VIP,1550.0,149
137175|||Genel Giriş Bileti,1100.0,925
137175|||Sahne Önü Bileti ,1900.0,445
138203|||Genel İzleyici,500.0,9790
138203|||Sahne Önü B,750.0,2867
138203|||Sahne Önü A,1000.0,915
138203|||VIP,1550.0,181
138712|||Genel Giriş Ayakta-Ön Kategori,1500.0,90
138712|||Genel Giriş Ayakta-Orta Kategori,1250.0,93
138712|||Genel Giriş Ayakta-Arka Kategori,1000.0,81
138714|||Genel Giriş Ayakta-Ön Kategori,1500.0,17
138714|||Genel Giriş Ayakta-Orta Kategori,1250.0,75
138714|||Genel Giriş Ayakta-Arka Kategori,1000.0,55
138715|||Genel Giriş Ayakta-Ön Kategori,1500.0,79
138715|||Genel Giriş Ayakta-Orta Kategori,1250.0,88
138715|||Genel Giriş Ayakta-Arka Kategori,1000.0,88
140099|||Genel Giriş Ayakta-Ön Kategori-Kombine Bilet,3600.0,994
140099|||Genel Giriş Ayakta-Orta Kategori-Kombine Bilet,3000.0,1000
140099|||Genel Giriş Ayakta-Arka Kategori-Kombine Bilet,2400.0,998
140372|||A Blok-2.Kategori,1100.0,33
140372|||A Blok-3.Kategori,850.0,44
140372|||B Blok-VIP,1700.0,31
140372|||B Blok-1.Kategori,1350.0,77
140372|||B Blok-2.Kategori,1100.0,33
140372|||C Blok-VIP,1700.0,33
140372|||C Blok-1.Kategori,1350.0,79
140372|||C Blok-2.Kategori,1100.0,31
140372|||D Blok-1.Kategori,1350.0,11
140372|||D Blok-2.Kategori,1100.0,34
140372|||D Blok-3.Kategori,850.0,50
140372|||E Blok-4.Kategori,650.0,47
140372|||F Blok-3.Kategori,850.0,40
140372|||G Blok-2.Kategori,1100.0,35
140372|||H Blok-4.Kategori,650.0,47
115430|||F Blok - Bir Alana Bir Bedava Bilet,1650.0,7
115430|||C Blok - Bir Alana Bir Bedava Bilet,1650.0,15
115430|||D Blok,1760.0,142
115430|||E Blok,1760.0,68
115430|||A1 Blok,2585.0,97
115430|||B1 Blok,2585.0,59
115430|||A Blok,3300.0,54
115430|||B Blok,3300.0,47
115430|||VIP,4125.0,62
115430|||F Blok,935.0,2
115430|||C Blok,935.0,5
115430|||A Blok-İndirimli Tek Kişilik Bilet,2750.0,128
115430|||B Blok-İndirimli Tek Kişilik Bilet,2750.0,134
115430|||A1 Blok-İndirimli Tek Kişilik Bilet,2200.0,135
115430|||B1 Blok-İndirimli Tek Kişilik Bilet,2200.0,167
115430|||D Blok-İndirimli Tek Kişilik Bilet,1540.0,183
115430|||E Blok-İndirimli Tek Kişilik Bilet,1540.0,96
138404|||VIP - A3 Blok,2500.0,35
138404|||VIP - A4 Blok,2500.0,12
138404|||VIP - A5 Blok,2500.0,29
138404|||1. Kategori - A2 Blok,2000.0,79
138404|||1. Kategori - B3 Blok,2000.0,100
138404|||1. Kategori - B4 Blok,2000.0,44
138404|||1. Kategori - B5 Blok,2000.0,42
138404|||2. Kategori - A1 Blok,1750.0,72
138404|||2. Kategori - B2 Blok,1750.0,62
138404|||3. Kategori - B1 Blok,1500.0,63
138404|||3. Kategori - C3 Blok,1500.0,84
138404|||3. Kategori - C4 Blok,1500.0,181
138404|||4. Kategori - C4 Blok,1350.0,90
138404|||4. Kategori - C3 Blok,1350.0,91
138404|||4. Kategori - C2 Blok,1350.0,84
138404|||5. Kategori - C3 Blok,1050.0,24
138404|||5. Kategori - C2 Blok,1050.0,142
138404|||5. Kategori - C6 Blok,1050.0,40
138404|||6. Kategori - C1 Blok,850.0,66
138404|||6. Kategori - C8 Blok,850.0,71
133664|||B Blok-Protokol,1900.0,24
133664|||A Blok-Protokol,1650.0,10
133664|||C Blok-Protokol,1650.0,11
133664|||A Blok-1. Kategori,1250.0,43
133664|||C Blok-1. Kategori,1250.0,45
133664|||D Blok-2. Kategori,1000.0,68
133664|||D Blok-3. Kategori,750.0,84
133664|||D Blok-4. Kategori,600.0,47
133664|||E Blok-1. Kategori,1250.0,147
133664|||E Blok-2. Kategori,1000.0,70
133664|||F Blok-1. Kategori,1250.0,383
133664|||G Blok-1. Kategori,1250.0,143
133664|||H Blok-2. Kategori,1000.0,60
133664|||H Blok-3. Kategori,750.0,81
133664|||H Blok-4. Kategori,600.0,44
133664|||N Blok-4. Kategori,600.0,58
133664|||N Blok-5. Kategori,500.0,110
133664|||M Blok-3. Kategori,750.0,175
133664|||M Blok-4. Kategori,600.0,158
133664|||M Blok-5. Kategori,500.0,24
133664|||L Blok-2. Kategori,1000.0,204
133664|||L Blok-3. Kategori,750.0,150
133664|||L Blok-4. Kategori,600.0,37
133664|||K Blok-2. Kategori,1000.0,199
133664|||K Blok-3. Kategori,750.0,150
133664|||K Blok-4. Kategori,600.0,39
133664|||J Blok-3. Kategori,750.0,159
133664|||J Blok-4. Kategori,600.0,190
133664|||J Blok-5. Kategori,500.0,29
133664|||I Blok-4. Kategori,600.0,60
133664|||I Blok-5. Kategori,500.0,103
133664|||G Blok-2. Kategori,1000.0,70
131940|||Genel Giriş Bileti ,600.0,107
131940|||Sahne Önü Ayakta,850.0,122
131940|||Genel Giriş-Bir Alana Bir Bedava Bilet  ,600.0,62
131940|||Sahne Önü-Bir Alana Bir Bedava Bilet  ,850.0,14
141745|||Genel Giriş - Ön Kısım Bileti,1000.0,248
141745|||Genel Giriş - Arka Kısım Bileti,850.0,250
134428|||Tribün Koltuk - Bir Alana Bir Bedava,2508.0,66
134428|||Ayakta - Bir Alana Bir Bedava,1938.0,430
134428|||Sahne Önü Ayakta - Bir Alana Bir Bedava,3078.0,388
134415|||Ayakta - Bir Alana Bir Bedava,1938.0,448
134415|||Sahne Önü Ayakta - Bir Alana Bir Bedava,3078.0,398
134427|||Ayakta - Bir Alana Bir Bedava  ,1938.0,412
134427|||Sahne Önü Ayakta - Bir Alana Bir Bedava,3078.0,284
134527|||Genel Giriş Bileti,399.0,87
134527|||Genel Giriş - Çift Kişilik Bilet,749.0,138
138196|||Genel İzleyici,500.0,9912
138196|||Sahne Önü B,750.0,2953
138196|||Sahne Önü A,1000.0,961
138196|||VIP,1550.0,214
138708|||Genel Giriş,1200.0,490
138708|||Sahne Önü Bistro,1500.0,0
138708|||Orta Bölüm Bistro,1250.0,0
138710|||Genel Giriş,1500.0,493
139950|||1.Avantajlı Dönem - Genel Giriş,1250.0,0
139950|||2.Avantajlı Dönem - Genel Giriş,1500.0,241
138027|||B Blok-VIP,1500.0,28
138027|||B Blok-1. Kategori,1250.0,21
138027|||A Blok-1. Kategori,1250.0,17
138027|||F Blok-2. Kategori,1000.0,14
138027|||E Blok-3. Kategori,750.0,0
138027|||F Blok-3. Kategori,750.0,24
138027|||A Blok-1. Kategori-Çift Kişilik Bilet,1350.0,61
138027|||E Blok-1. Kategori-Çift Kişilik Bilet,1350.0,39
138027|||D Blok-2. Kategori-Çift Kişilik Bilet,1100.0,67
138027|||E Blok-2. Kategori-Çift Kişilik Bilet,1100.0,12
138027|||D Blok-3. Kategori-Çift Kişilik Bilet,850.0,11
138677|||Salon-VIP,1500.0,24
138677|||Salon-1. Kategori ,1250.0,77
138677|||Salon-2. Kategori,1000.0,2
138677|||Balkon-2. Kategori,1000.0,54
138677|||Balkon-3. Kategori,750.0,13
138677|||Salon-1. Kategori-Çift Kişilik Bilet,1350.0,15
138677|||Salon-2. Kategori-Çift Kişilik Bilet,1100.0,43
138030|||A2 Blok-VIP,1500.0,53
138030|||A3 Blok-VIP,1500.0,4
138030|||C Blok-1. Kategori ,1250.0,40
138030|||C Blok-2. Kategori,1000.0,23
138030|||B Blok-2. Kategori,1000.0,16
138030|||B Blok-3. Kategori,750.0,15
138030|||D Blok-1. Kategori,1250.0,1
138030|||C Blok-1. Kategori-Çift Kişilik Bilet,1350.0,18
138030|||C Blok-2. Kategori-Çift Kişilik Bilet,1100.0,31
138197|||Genel İzleyici,500.0,9913
138197|||Sahne Önü B,750.0,2939
138197|||Sahne Önü A,1000.0,964
138197|||VIP,1550.0,214
140743|||B Blok-Protokol,1850.0,26
140743|||C Blok-Protokol,1750.0,2
140743|||A Blok-Protokol,1750.0,3
140743|||C Blok-1. Kategori,1500.0,39
140743|||A Blok-1. Kategori,1500.0,43
140743|||F Blok-1. Kategori,1500.0,441
140743|||E Blok-1. Kategori,1500.0,147
140743|||G Blok-1. Kategori,1500.0,159
140743|||G Blok-2. Kategori,1250.0,69
140743|||E Blok-2. Kategori,1250.0,74
140743|||D Blok-2. Kategori,1250.0,70
140743|||H Blok-2. Kategori,1250.0,60
140743|||L Blok-2. Kategori,1250.0,204
140743|||K Blok-2. Kategori,1250.0,199
140743|||D Blok-3. Kategori,1000.0,77
140743|||H Blok-3. Kategori,1000.0,79
140743|||L Blok-3. Kategori,1000.0,154
140743|||K Blok-3. Kategori,1000.0,152
140743|||D Blok-4. Kategori,900.0,51
140743|||H Blok-4. Kategori,900.0,48
140743|||L Blok-4. Kategori,900.0,41
140743|||K Blok-4. Kategori,900.0,37
140743|||J Blok-4. Kategori,900.0,190
140743|||J Blok-3. Kategori,1000.0,159
140743|||M Blok-3. Kategori,1000.0,175
140743|||M Blok-4. Kategori,900.0,162
140743|||I Blok-4. Kategori,900.0,62
140743|||N Blok-4. Kategori,900.0,63
140743|||M Blok-5. Kategori,650.0,10
140743|||J Blok-5. Kategori,650.0,31
140743|||I Blok-5. Kategori,650.0,108
140743|||N Blok-5. Kategori,650.0,107
140862|||A1 Blok - 1.Kategori,1750.0,69
140862|||B4 Blok - 1.Kategori,1750.0,55
140862|||B1 Blok - 2.Kategori,1000.0,60
140862|||C4 Blok - 2.Kategori,1000.0,244
140862|||C1 Blok - 3.Kategori,650.0,131
121691|||Tek Kişilik Bilet,799.0,835
121691|||Çift Kişilik Bilet  ,1399.0,376
124382|||B Blok-Protokol,4400.0,1
124382|||C Blok-Protokol,4400.0,63
124382|||F Blok-VIP,3080.0,70
124382|||F Blok-1.Kategori,2310.0,28
124382|||G Blok-VIP,3080.0,66
124382|||G Blok-1.Kategori,2310.0,120
124382|||H Blok-2.Kategori,1870.0,126
124382|||H Blok-3.Kategori,1540.0,59
124382|||L Blok-2.Kategori,1870.0,126
124382|||L Blok-3.Kategori,1540.0,107
124382|||L Blok-4.Kategori,1210.0,103
124382|||M Blok-2.Kategori,1870.0,129
124382|||M Blok-3.Kategori,1540.0,113
124382|||M Blok-4.Kategori,1210.0,94
124382|||N Blok-5.Kategori,990.0,51
124382|||N Blok-6.Kategori,825.0,3
123623|||A Blok-VIP,4400.0,130
123623|||B Blok-1.Kategori,3300.0,124
123623|||C Blok-1.Kategori,3300.0,63
123623|||C Blok-2.Kategori,2750.0,29
123623|||D Blok-4.Kategori,1650.0,70
123623|||D Blok-5.Kategori,1100.0,16
123623|||K Blok-3.Kategori,2200.0,73
123623|||H Blok-3.Kategori,2200.0,57
123623|||F Blok-2.Kategori,2750.0,259
124816|||VIP,5500.0,47
124816|||B Blok-1.Kategori,3300.0,182
124816|||E Blok-1.Kategori,3300.0,72
124816|||B1 Blok-2.Kategori,2750.0,136
124816|||E Blok-2.Kategori,2750.0,237
124816|||B1 Blok-3.Kategori,2200.0,98
124816|||E Blok-3.Kategori,2200.0,100
124816|||F Blok-3.Kategori,2200.0,169
124816|||F Blok-4.Kategori,1650.0,229
124816|||F Blok-5.Kategori,1100.0,108
124648|||L Blok-3.Kategori,2200.0,233
124648|||L Blok-4.Kategori,1815.0,97
124648|||N Blok-4.Kategori,1815.0,206
124648|||N Blok-5.Kategori,1430.0,122
124648|||P Blok-5.Kategori,1430.0,176
124648|||P Blok-6.Kategori,990.0,26
124648|||M Blok-3.Kategori,2200.0,229
124648|||M Blok-4.Kategori,1815.0,99
124648|||C Blok Orta-VIP,3850.0,25
124648|||C Blok Sol-1.Kategori,2970.0,17
124648|||D Blok-VIP,3850.0,45
124648|||D Blok-1.Kategori,2970.0,162
124648|||E Blok-2.Kategori,2640.0,157
124648|||E Blok-3.Kategori,2200.0,87
124648|||Protokol,8250.0,39
124781|||A3 Blok-VIP,5500.0,45
124781|||A4 Blok-VIP,5500.0,12
124781|||A2 Blok-1.Kategori,3850.0,75
124781|||B3 Blok-1.Kategori,3850.0,99
124781|||B4 Blok-1.Kategori,3850.0,79
124781|||A1 Blok-2.Kategori,2750.0,72
124781|||B2 Blok-2.Kategori,2750.0,60
124781|||C4 Blok-2.Kategori,2750.0,287
124781|||B1 Blok-3.Kategori,2200.0,61
124781|||C3 Blok-3.Kategori,2200.0,222
124781|||C2 Blok-4.Kategori,1650.0,219
124781|||C1 Blok-5.Kategori,1210.0,147
137873|||A1 Blok-2.Kategori,2750.0,69
137873|||A2 Blok-1.Kategori,3850.0,71
137873|||A3 Blok-VIP,5500.0,47
137873|||A4 Blok-VIP,5500.0,14
137873|||B1 Blok-3.Kategori,2200.0,63
137873|||B2 Blok-2.Kategori,2750.0,36
137873|||B3 Blok-1.Kategori,3850.0,93
137873|||B4 Blok-1.Kategori,3850.0,35
137873|||C1 Blok-5.Kategori,1210.0,71
137873|||C2 Blok-4.Kategori,1650.0,196
137873|||C3 Blok-3.Kategori,2200.0,207
137873|||C4 Blok-2.Kategori,2750.0,270
134316|||C Blok Orta,6000.0,4
134316|||B Blok-1. Kategori,4500.0,135
134316|||C Blok Sağ-1. Kategori,4500.0,4
134316|||A Blok-2. Kategori,3500.0,103
134316|||H Blok-3. Kategori,3000.0,91
134316|||K Blok-3. Kategori,3000.0,77
134316|||A Blok-3. Kategori,3000.0,35
134316|||G Blok-4. Kategori,2650.0,109
134316|||H Blok-4. Kategori,2650.0,188
134316|||K Blok-4. Kategori,2650.0,155
134316|||F Blok-5. Kategori,2250.0,83
134316|||G Blok-5. Kategori,2250.0,135
134316|||F Blok-6. Kategori,1800.0,0
134316|||F Blok-7. Kategori,1600.0,0
134316|||F Blok-8. Kategori,1250.0,0
134317|||C Blok Orta,6000.0,2
134317|||C Blok Sağ-1. Kategori,4500.0,0
134317|||B Blok-1. Kategori,4500.0,46
134317|||K Blok-3. Kategori,3000.0,52
134317|||H Blok-3. Kategori,3000.0,95
